,大卫·赫斯特,大卫·菲利普斯,大卫·怀特,李·查普曼,保罗·威尔金森,阿兰·希勒,埃里克·坎通纳,布莱恩·迪恩,莱斯·费迪南德,达利安·阿特金森,马克·罗宾斯,埃迪·麦戈德里克,约翰·威廉姆斯,莫·约翰斯通,马修·勒蒂希埃,沃伦·巴顿,彼得·比尔兹利,格雷厄姆·斯图尔特,马克·沃尔特斯,尼克·亨利,克里斯·基沃姆亚,加文·约翰逊,伯尼·斯拉文,迪恩·霍兹沃斯,埃里克·扬,米克·哈福德,鲁尔·福克斯,马克·休斯,加里·帕克,米奇·金,加里·班尼斯特,贡纳·哈勒,李·鲍维,伊恩·赖特,格雷姆·夏普,扬·莫尔比,罗伯特·瓦日查,巴里·霍恩,加里·斯皮德,马克·布莱特,迈克·米利根,伊恩·克鲁克,尼格尔·克拉夫,加雷斯·索斯盖特,安迪·伊姆佩,保罗·比斯利,大卫·巴德斯利,维尼·琼斯,埃迪·纽顿,丹尼·威尔逊,迪恩·桑德斯,克里斯·阿姆斯特朗,约翰·沃克,汤米·赖特,罗比·厄尔,伊恩·奥尔尼,戈登·杜里,安迪·辛顿,米歇尔·冯克,马克·阿特金斯,特迪·谢林汉姆,约翰·法沙努,威利·法尔科纳,瑞恩·吉格斯,史蒂夫·布鲁斯,伊恩·多维,阿兰·克纳汉,杰森·多泽尔,彼得·恩德洛武,唐·哈奇森,迈克·谢伦,阿德里安·利特约翰,加里·潘里斯,斯图尔特·里普利,罗尼·罗森塔尔,史蒂夫·麦克马纳曼,布莱恩·麦克莱尔,保罗·默森,安迪·汤森,米克·奎因,约翰·亨德里,加里·麦卡利斯特,凯文·加拉切尔,托尼·科蒂,尼埃尔·奎因,布拉德利·艾伦,克里斯·萨顿,尼尔·亚当斯,迈克·纽维尔,尼克·巴姆比,伊恩·拉什,德怀特·约克,罗德·华莱士,约翰·斯宾塞,安迪·科尔 ,罗伊·基恩,凯文·坎贝尔,达伦·安德顿,埃凡·埃科库,伊恩·马歇尔,马克·斯坦,保罗·因斯,克里斯·巴特-威廉斯,特雷沃·莫利,沃森·戈登,罗比·福勒,保罗·里德奥特,安德烈·坎切尔斯基,斯坦·科利莫尔,乌韦·罗斯勒,尤尔根·克林斯曼 ,罗伯特·李,托尼·耶博阿,迪昂·达布林 ,盖伊·惠廷汉姆,布莱恩·罗伊,朱利安·迪克斯,丹尼斯·博格坎普,约翰·哈特森,丹尼斯·怀斯 ,约翰·巴恩斯,邓肯·弗格森,萨沃·米洛舍维奇,诺埃尔·惠兰,保罗·斯科尔斯,迈克尔·欧文,奥莱·索尔斯克亚,哈塞尔巴因克,蒂姆·舍伍德,马库斯·盖尔,朱利安·约希姆,埃米尔·赫斯基 ,大卫·贝克汉姆 ,保罗·万乔普,保罗·迪卡尼奥 ,吉安弗兰科·佐拉,凯文·菲利普斯,蒂埃里·亨利,古斯塔沃·波耶特,特雷沃·辛克莱尔,詹姆斯·比蒂,马克·维杜卡,鲁德·范尼斯特鲁伊,哈里·科威尔,杰森·尤尔,尼古拉·阿内尔卡,罗比·基恩,罗伯特·皮雷斯,弗兰克·兰帕德,埃聚尔·古德约翰森,杰梅因·迪福 ,克雷格·贝拉米,韦恩·鲁尼,雅库布,路易斯·萨哈,克里斯蒂亚诺·罗纳尔多,史蒂文·杰拉德,凯文·戴维斯,迪迪埃·德罗巴,达伦·本特,埃曼纽尔·阿德巴约,彼得·克劳奇,费尔南多·托雷斯,迪米塔尔·贝尔巴托夫,卡洛斯·特维斯,罗宾·范佩西,加布里埃尔·阿邦拉霍,凯文·诺兰,路易斯·苏亚雷斯,塞尔吉奥·阿圭罗,丹尼尔·斯图里奇,罗梅卢·卢卡库,哈里·凯恩,奧利弗·吉鲁,埃登·阿扎尔,杰米·瓦尔迪,萨迪奥·马内,拉希姆·斯特林,穆罕默德·萨拉赫,克里斯蒂安·本特克
Aug-01,43,0,0,0,0,181,70,64,123,0,0,0,0,0,100,0,58,0,0,0,0,0,0,62,0,0,0,63,0,0,0,0,0,113,0,0,0,0,57,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,107,0,0,60,0,0,0,0,0,0,0,0,0,0,0,41,0,44,0,0,0,49,56,78,53,0,81,0,0,48,48,107,42,0,132,0,62,0,52,0,0,0,0,0,0,117,0,42,62,0,0,0,0,94,0,0,0,62,55,0,0,53,0,39,47,66,58,58,0,0,42,51,47,44,45,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-01,43,0,0,0,0,183,70,65,124,0,0,0,0,0,100,0,58,0,0,0,0,0,0,62,0,0,0,63,0,0,0,0,0,113,0,0,0,0,57,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,110,0,0,61,0,0,0,0,0,0,0,0,0,0,0,41,0,44,0,0,0,49,56,78,56,0,81,0,0,48,48,107,43,0,135,0,65,0,52,0,0,0,0,0,0,117,0,42,62,0,0,0,0,95,0,0,0,63,55,0,0,53,0,0,47,67,60,64,0,0,42,51,49,44,46,42,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-01,43,0,0,0,0,184,70,65,126,0,0,0,0,0,100,0,58,0,0,0,0,0,0,62,0,0,0,63,0,0,0,0,0,113,0,0,0,0,57,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,111,0,0,62,0,0,0,0,0,0,0,0,0,0,0,41,0,44,0,0,0,49,56,78,56,0,81,0,0,48,48,107,43,0,136,0,65,0,52,0,0,0,0,0,0,120,0,42,62,0,0,0,0,95,0,0,0,64,55,0,0,53,0,0,47,68,61,67,0,0,42,51,49,44,47,42,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-01,43,0,0,0,0,186,70,65,127,0,0,0,0,0,100,0,58,0,0,0,0,0,0,62,0,0,0,63,0,0,0,0,0,113,0,0,0,0,58,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,111,0,0,62,0,0,0,0,0,0,0,0,0,0,0,41,0,44,0,0,0,49,56,78,56,0,81,0,0,48,48,108,43,0,136,0,65,0,52,0,0,0,0,0,0,120,0,42,62,0,0,0,0,95,0,0,0,64,55,0,0,53,0,0,48,71,61,67,0,0,42,52,50,44,47,43,50,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-01,43,0,0,0,0,190,70,67,130,0,0,0,0,0,100,0,58,0,0,0,0,0,0,62,0,0,0,63,0,0,0,0,0,113,0,0,0,0,60,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,112,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,49,56,78,58,0,81,0,0,48,48,108,44,0,136,0,65,0,52,0,0,0,0,0,0,125,0,42,62,0,0,0,0,96,0,0,0,64,55,0,0,53,0,0,49,74,64,70,0,0,42,52,50,44,49,43,51,50,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-02,43,0,0,0,0,192,70,67,131,0,0,0,0,0,100,0,58,42,0,0,0,0,0,62,0,0,0,63,0,0,0,0,0,113,0,0,0,0,60,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,112,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,49,56,78,58,0,81,0,0,48,48,108,44,0,137,0,65,0,52,0,0,0,0,0,0,127,0,42,62,0,0,0,0,96,0,0,0,66,55,0,0,53,0,0,51,75,68,73,0,0,0,53,51,44,50,43,52,52,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-02,43,0,0,0,0,196,70,67,131,0,0,0,0,0,100,0,58,0,0,0,0,0,0,62,0,0,0,63,0,0,0,0,0,113,0,0,0,0,60,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,112,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,48,48,108,44,0,137,0,65,0,52,0,0,0,0,0,0,128,0,0,62,0,0,0,0,96,0,0,0,66,55,0,0,53,0,42,51,78,70,75,0,0,42,57,52,44,50,44,53,54,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-02,43,0,0,0,0,198,70,69,132,0,0,0,0,0,100,0,58,0,0,0,0,0,0,62,0,0,0,64,0,0,0,0,0,113,0,0,0,0,60,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,113,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,48,48,108,45,0,139,0,65,0,52,0,0,0,0,0,0,132,0,0,62,0,0,0,0,97,0,0,0,68,55,0,0,56,0,43,54,79,73,78,0,0,42,58,56,44,52,44,53,54,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-02,43,0,0,0,0,203,70,71,132,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,61,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,116,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,48,48,108,45,0,142,0,65,0,52,0,0,0,0,0,0,132,0,0,62,0,0,0,0,97,0,0,0,68,55,0,0,57,0,43,55,82,75,80,0,0,42,58,56,44,53,45,54,56,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-02,43,0,0,0,0,204,70,71,132,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,61,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,117,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,48,48,108,45,0,145,0,65,0,52,0,0,0,0,0,0,132,0,42,62,0,0,0,0,98,0,0,0,69,55,0,0,57,0,43,55,83,75,80,0,0,0,59,56,44,53,45,55,58,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-02,43,0,0,0,0,205,70,71,134,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,61,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,118,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,49,48,109,45,0,145,0,66,0,52,0,0,0,0,0,0,132,0,0,62,0,0,0,0,98,0,0,0,69,55,0,0,57,0,43,55,83,76,80,0,0,42,59,57,44,53,46,55,60,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-02,43,0,0,0,0,207,70,71,134,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,62,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,120,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,49,48,110,45,0,146,0,70,0,52,0,0,0,0,0,0,132,0,0,62,0,0,0,0,99,0,0,0,69,55,0,0,57,0,43,56,87,76,81,0,0,42,60,57,44,55,51,55,64,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-02,43,0,0,0,0,211,70,71,134,0,0,0,0,0,100,0,58,42,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,62,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,120,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,49,48,111,45,0,146,0,70,0,52,0,0,0,0,0,0,132,0,0,62,0,0,0,0,99,0,0,0,69,55,0,0,57,0,43,58,89,77,83,0,0,0,60,57,44,56,53,55,64,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-02,43,0,0,0,0,212,70,71,134,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,62,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,122,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,50,48,112,45,0,147,0,71,0,52,0,0,0,0,0,0,132,0,0,62,0,0,0,0,100,0,0,0,70,55,0,0,57,0,43,59,91,79,85,0,0,42,60,57,44,59,54,56,67,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-02,43,0,0,0,0,217,70,71,134,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,63,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,122,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,50,48,112,45,0,150,0,72,0,52,0,0,0,0,0,0,134,0,0,62,0,0,0,0,102,0,0,0,70,55,0,0,57,0,43,60,91,80,86,0,0,0,60,58,44,59,54,58,69,48,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-03,43,0,0,0,0,218,70,71,134,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,63,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,123,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,50,48,114,45,0,150,0,72,0,52,0,0,0,0,0,0,134,0,0,62,0,0,0,0,105,0,0,0,71,55,0,0,57,0,44,63,92,81,87,0,0,0,62,59,44,60,54,58,75,49,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-03,0,0,0,0,0,219,70,71,134,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,63,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,126,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,50,48,115,45,0,150,0,72,0,52,0,0,0,0,0,0,134,0,0,62,0,0,0,0,107,0,0,0,72,55,0,0,57,0,44,63,93,82,89,0,0,0,63,59,44,60,56,61,77,50,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-03,0,0,0,0,0,220,70,71,135,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,63,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,127,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,50,48,115,45,0,150,0,72,0,52,0,0,0,0,0,0,135,0,0,62,0,0,0,0,107,0,0,0,72,55,0,0,57,0,44,63,96,82,90,0,0,0,64,60,44,60,57,61,77,50,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-03,0,0,0,0,0,221,70,71,135,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,63,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,129,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,51,48,115,45,0,151,0,74,0,52,0,0,0,0,0,0,136,0,0,62,0,0,0,0,108,0,0,0,72,55,0,0,57,0,44,69,102,84,91,0,0,0,65,60,0,60,59,61,80,51,47,51,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-03,0,0,0,0,0,221,70,71,136,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,63,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,45,0,0,0,0,0,129,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,52,48,116,0,0,152,0,75,0,52,0,0,0,0,0,0,136,0,0,62,0,0,0,0,108,0,0,0,73,55,0,0,57,0,0,69,102,84,91,0,0,0,65,62,0,62,59,61,82,51,47,51,48,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-03,0,0,0,0,0,224,70,71,137,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,63,50,0,0,0,0,0,0,0,0,0,0,45,71,0,0,0,0,0,0,0,0,133,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,52,48,117,0,0,156,0,75,0,52,0,0,0,0,0,0,136,0,0,62,0,0,0,0,108,0,0,0,73,55,0,0,57,0,0,71,105,84,93,0,0,0,65,62,0,62,59,62,85,51,47,53,50,50,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-03,0,0,0,0,0,226,70,71,137,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,63,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,134,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,52,48,117,0,0,157,0,75,0,52,0,0,0,0,0,0,136,0,0,62,0,0,0,0,108,0,0,0,73,55,0,0,59,0,0,71,109,84,96,0,0,0,66,62,0,62,59,62,88,51,47,57,50,55,47,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-03,0,0,0,0,0,230,70,71,139,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,64,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,135,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,52,48,117,0,0,157,0,75,0,52,0,0,0,0,0,0,136,0,0,62,0,0,0,0,108,0,0,0,73,55,0,0,59,0,0,72,110,84,97,0,0,0,66,62,0,63,59,62,90,52,47,58,50,56,48,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-03,0,0,0,0,0,233,70,71,141,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,64,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,135,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,49,56,78,59,0,81,0,0,52,48,118,0,0,157,0,75,0,52,0,0,0,0,0,0,137,0,0,62,0,0,0,0,110,0,0,0,74,55,0,0,59,0,0,72,110,84,97,0,0,0,68,62,0,64,59,62,92,52,47,58,50,57,50,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-03,0,0,0,0,0,236,70,71,143,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,64,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,135,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,78,59,0,81,0,0,52,48,118,0,0,157,0,75,0,52,0,0,0,0,0,0,139,0,0,62,0,0,0,0,110,0,0,0,75,55,0,0,60,0,0,74,110,84,97,0,0,0,69,62,46,64,59,62,94,53,47,59,52,61,50,47,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-04,0,0,0,0,0,237,70,71,143,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,136,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,78,59,0,81,0,0,52,48,120,0,0,159,0,75,0,52,0,0,0,0,0,0,140,0,0,62,0,0,0,0,111,0,0,0,75,55,0,0,60,0,0,76,110,84,98,0,0,0,69,62,0,65,59,65,97,53,47,59,52,63,51,49,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-04,0,0,0,0,0,238,70,71,146,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,136,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,78,59,0,81,0,0,52,48,120,0,0,161,0,75,0,52,0,0,0,0,0,0,142,0,0,62,0,0,0,0,111,0,0,0,76,55,0,0,61,0,0,77,111,84,99,0,0,0,69,62,0,65,59,67,102,54,47,60,54,66,52,50,52,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-04,0,0,0,0,0,240,70,71,147,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,137,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,78,59,0,81,0,0,52,48,120,0,0,161,0,75,0,52,0,0,0,0,0,0,143,0,0,62,0,0,0,0,111,0,0,0,77,55,0,0,61,0,0,78,113,84,102,0,0,0,69,62,0,65,59,68,104,54,48,61,56,66,52,50,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-04,0,0,0,0,0,243,70,71,147,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,137,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,78,59,0,81,0,0,52,48,120,0,0,162,0,75,0,52,0,0,0,0,0,0,143,0,0,62,0,0,0,0,111,0,0,0,77,55,0,0,61,0,0,78,116,84,103,0,0,0,70,62,0,65,59,72,111,54,48,64,58,66,52,50,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-04,0,0,0,0,0,243,70,71,148,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,78,59,0,81,0,0,52,0,120,0,0,163,0,76,0,52,0,0,0,0,0,0,143,0,0,62,0,0,0,0,111,0,0,0,77,55,0,0,62,0,0,78,118,84,103,0,0,0,72,62,50,66,59,73,112,54,48,65,59,68,52,53,57,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-04,0,0,0,0,0,244,70,71,148,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,78,59,0,81,0,0,52,0,120,0,0,166,0,76,0,52,0,0,0,0,0,0,144,0,0,62,0,0,0,0,111,0,0,0,80,55,0,0,62,0,0,78,118,84,106,0,0,0,73,62,50,66,59,74,116,54,49,67,60,68,52,54,60,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-04,0,0,0,0,0,246,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,78,59,0,81,0,0,52,0,121,0,0,167,0,76,0,52,0,0,0,0,0,0,144,0,0,62,0,0,0,0,111,0,0,0,80,55,0,0,62,0,0,78,118,84,106,0,0,0,74,62,50,66,59,74,117,54,49,67,62,69,52,54,62,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
